City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
62,Izhma,RU,65.0083,53.9113,16.81,97,100,4.34,Overcast clouds
63,Kanganpur,PK,30.7663,74.1231,48.24,95,53,4.12,Broken clouds
64,Ukiah,US,39.1502,-123.2078,61.03,66,0,3.44,Clear sky
65,Guia De Isora,ES,28.2115,-16.7795,66.33,60,100,1.99,Overcast clouds
66,Henties Bay,NA,-22.116,14.2845,68.86,80,0,11.79,Clear sky
67,Sioni,GE,41.9895,45.0239,35.96,39,11,1.45,Few clouds
68,Jiaohe,CN,43.7286,127.3447,-12.93,100,93,1.12,Overcast clouds
69,Kudahuvadhoo,MV,2.6708,72.8944,81.55,72,100,5.3,Overcast clouds
70,Otradnoye,RU,59.7775,30.8181,6.85,100,99,1.45,Overcast clouds
71,Hastings,GB,50.8552,0.5729,49.37,90,63,12.41,Broken clouds
72,Dhidhdhoo,MV,6.8833,73.1,80.62,72,7,4.12,Clear sky
73,Ambovombe,MG,-25.1667,46.0833,75.02,88,20,20.11,Few clouds
74,Bredasdorp,ZA,-34.5322,20.0403,64.27,71,31,9.19,Scattered clouds
75,Yar-Sale,RU,66.8333,70.8333,-16.24,100,80,5.35,Broken clouds
76,Dondo,MZ,-19.6094,34.7431,81.91,84,5,4.99,Clear sky
77,Vaini,TO,-21.2,-175.2,78.96,89,75,3.44,Broken clouds
78,Arraial Do Cabo,BR,-22.9661,-42.0278,80.46,78,75,13.8,Broken clouds
79,Katobu,ID,-4.9408,122.5276,75.74,90,100,2.84,Overcast clouds
80,Iqaluit,CA,63.7506,-68.5145,-9.31,63,100,8.99,Overcast clouds
81,Verkhnyaya Sinyachikha,RU,57.976,61.6673,28.92,93,100,8.46,Overcast clouds
82,Tuktoyaktuk,CA,69.4541,-133.0374,-20.2,76,75,11.5,Light snow
83,Kamenskiy,RU,50.8855,45.488,35.11,100,100,11.41,Snow
84,Bluff,NZ,-46.6,168.3333,51.8,80,100,3.49,Light rain
85,Mabaruma,GY,8.2,-59.7833,81.09,72,28,7.11,Scattered clouds
86,Saskylakh,RU,71.9167,114.0833,-19.77,97,100,1.9,Overcast clouds
87,Norman Wells,CA,65.282,-126.8329,-34.02,99,49,1.36,Scattered clouds
88,Pacific Grove,US,36.6177,-121.9166,63.3,56,0,1.01,Clear sky
89,Honiara,SB,-9.4333,159.95,77.65,91,100,6.08,Overcast clouds
90,Klaksvik,FO,62.2266,-6.589,36.52,70,52,42.37,Broken clouds
91,Longyearbyen,SJ,78.2186,15.6401,17.44,67,0,3.44,Clear sky
92,Hamilton,US,39.1834,-84.5333,30.83,94,100,3.0,Snow
93,Aksarka,RU,66.5606,67.7975,-19.17,100,99,4.85,Overcast clouds
94,Castro,BR,-24.7911,-50.0119,74.34,81,33,2.46,Scattered clouds
95,Rikitea,PF,-23.1203,-134.9692,77.47,77,100,14.94,Light rain
96,Aklavik,CA,68.2191,-135.0107,-18.4,69,75,3.44,Broken clouds
97,Cape Town,ZA,-33.9258,18.4232,67.08,63,4,1.99,Clear sky
98,Challans,FR,46.8436,-1.8749,48.27,96,100,7.0,Overcast clouds
99,Atar,MR,20.5169,-13.0499,78.12,8,0,10.25,Clear sky
100,Surt,LY,31.2089,16.5887,58.96,55,0,19.95,Clear sky
101,Port Alfred,ZA,-33.5906,26.891,72.1,80,45,17.74,Scattered clouds
102,Panguna,PG,-6.3164,155.4848,68.11,97,100,1.74,Moderate rain
103,Butaritari,KI,3.0707,172.7902,80.47,78,32,12.71,Moderate rain
104,Chicama,PE,-7.8447,-79.1469,68.54,53,55,13.42,Broken clouds
105,Evensk,RU,61.95,159.2333,16.56,41,62,24.61,Broken clouds
106,Qaanaaq,GL,77.484,-69.3632,-14.96,62,100,7.81,Overcast clouds
107,Puerto Ayora,EC,-0.7393,-90.3518,84.16,85,10,7.0,Clear sky
108,Salalah,OM,17.0151,54.0924,75.29,73,0,1.14,Clear sky
109,Asfi,MA,32.2994,-9.2372,62.74,72,100,11.41,Overcast clouds
110,Saldanha,ZA,-33.0117,17.9442,63.46,82,24,10.67,Few clouds
111,Colares,PT,38.7992,-9.4469,58.33,75,20,1.01,Few clouds
112,Bilma,NE,18.6853,12.9164,60.08,18,0,11.34,Clear sky
113,Dingtao,CN,35.0683,115.5625,34.2,55,100,6.38,Overcast clouds
114,Isangel,VU,-19.55,169.2667,79.34,87,100,7.2,Light rain
115,Ulladulla,AU,-35.35,150.4667,58.08,79,76,10.51,Light rain
116,Victoria,HK,22.2855,114.1577,58.24,82,100,4.0,Overcast clouds
117,Adrar,MR,20.5022,-10.0711,70.47,12,0,10.11,Clear sky
118,Carnarvon,AU,-24.8667,113.6333,78.73,76,78,14.0,Broken clouds
119,Kushmurun,KZ,52.4503,64.6311,13.55,89,100,14.74,Overcast clouds
120,Kruisfontein,ZA,-34.0033,24.7314,65.88,75,75,15.59,Broken clouds
121,Lompoc,US,34.6391,-120.4579,66.56,50,7,1.99,Clear sky
122,Puerto Madryn,AR,-42.7692,-65.0385,80.33,36,93,4.56,Overcast clouds
123,Fasa,IR,28.9383,53.6482,50.25,38,0,1.43,Clear sky
124,Praia Da Vitoria,PT,38.7333,-27.0667,60.76,80,100,12.64,Overcast clouds
125,Sao Joao Da Barra,BR,-21.6403,-41.0511,82.49,90,100,11.99,Overcast clouds
126,Cabo San Lucas,MX,22.8909,-109.9124,75.51,56,20,5.99,Few clouds
127,Harper,LR,4.375,-7.7169,80.73,78,3,8.16,Clear sky
128,Pimentel,PE,-6.8367,-79.9342,80.89,54,0,25.32,Clear sky
129,Nizhniy Tagil,RU,57.9194,59.965,26.94,90,100,6.76,Overcast clouds
130,Kuching,MY,1.55,110.3333,77.22,88,40,4.61,Scattered clouds
131,Tasiilaq,GL,65.6145,-37.6368,14.16,57,100,7.67,Overcast clouds
132,Luderitz,NA,-26.6481,15.1594,68.85,71,2,16.53,Clear sky
133,Comodoro Rivadavia,AR,-45.8667,-67.5,67.86,56,75,9.22,Light rain
134,Krasnoselkup,RU,65.7,82.4667,7.75,96,99,8.9,Overcast clouds
135,Osoyoos,CA,49.0331,-119.4524,30.99,70,74,2.91,Broken clouds
136,Tecolutla,MX,20.4833,-97.0167,75.06,76,0,23.35,Clear sky
137,Changping,CN,40.2186,116.2197,22.64,38,0,7.27,Clear sky
138,Nanyuki,KE,0.0167,37.0728,59.99,65,98,8.03,Overcast clouds
139,Paro,BT,27.4305,89.4133,34.36,94,87,1.07,Light snow
140,Vorobyevka,RU,50.6451,40.9245,32.68,99,100,3.58,Snow
141,Houma,US,29.5958,-90.7195,73.99,94,100,18.41,Heavy intensity rain
142,Codrington,AU,-38.2667,141.9667,59.16,70,100,12.35,Overcast clouds
143,Sungaipenuh,ID,-2.0833,101.3833,64.71,96,100,2.64,Moderate rain
144,Coquimbo,CL,-29.9533,-71.3436,69.53,64,20,13.8,Few clouds
145,Paralimni,CY,35.0375,33.9833,51.12,84,80,1.01,Light rain
146,Khash,IR,28.2211,61.2158,49.26,21,0,2.26,Clear sky
147,Cap Malheureux,MU,-19.9842,57.6142,81.46,84,100,17.0,Overcast clouds
148,Walvis Bay,NA,-22.9575,14.5053,69.1,76,0,14.09,Clear sky
149,Cherskiy,RU,68.75,161.3,-28.52,99,6,1.3,Clear sky
150,Turkistan,KZ,43.0,68.0,33.33,71,0,10.02,Clear sky
151,Karwar,IN,14.8,74.1333,72.07,82,19,6.11,Few clouds
152,Rimini,IT,44.0241,12.5186,50.58,71,0,5.01,Clear sky
153,Porbandar,IN,21.6422,69.6093,67.26,45,0,7.76,Clear sky
154,Faanui,PF,-16.4833,-151.75,80.04,77,100,18.41,Overcast clouds
155,Katsuura,JP,35.1333,140.3,42.19,61,97,13.24,Overcast clouds
156,Arlit,NE,18.7369,7.3853,63.07,14,0,13.62,Clear sky
157,Yellowknife,CA,62.456,-114.3525,-21.59,76,17,8.01,Few clouds
158,Komsomolskiy,UZ,40.4272,71.7189,35.02,80,6,9.22,Mist
159,Porto Novo,BJ,6.4965,2.6036,80.33,69,85,6.22,Overcast clouds
160,Saint-Philippe,RE,-21.3585,55.7679,80.15,93,100,39.48,Heavy intensity rain
161,Sayan,PE,-11.1361,-77.1933,80.06,51,46,10.51,Scattered clouds
162,Kodiak,US,57.79,-152.4072,38.71,93,100,19.57,Moderate rain
163,Gariaband,IN,20.635,82.0614,66.06,59,7,4.45,Clear sky
164,Nouakchott,MR,18.0858,-15.9785,85.93,21,0,11.61,Clear sky
165,Padang,ID,-0.9492,100.3543,75.88,92,100,3.06,Overcast clouds
166,Bubaque,GW,11.2833,-15.8333,77.9,75,0,14.2,Clear sky
167,Gazanjyk,TM,39.2446,55.5154,49.84,37,100,11.48,Overcast clouds
168,Kaitangata,NZ,-46.2817,169.8464,48.94,94,100,2.35,Light rain
169,Kiruna,SE,67.8557,20.2251,-10.28,84,75,3.44,Broken clouds
170,Kankan,GN,10.3854,-9.3057,80.67,11,0,3.98,Clear sky
171,Geraldton,AU,-28.7667,114.6,70.21,56,0,8.05,Clear sky
172,Yenagoa,NG,4.9247,6.2642,81.45,68,40,6.46,Scattered clouds
173,North Bend,US,43.4065,-124.2243,48.85,87,0,3.44,Clear sky
174,Mitsamiouli,KM,-11.3847,43.2844,82.42,77,100,9.84,Light rain
175,Grand Gaube,MU,-20.0064,57.6608,81.37,84,100,17.0,Overcast clouds
176,Westport,US,41.1415,-73.3579,45.95,95,100,3.02,Moderate rain
177,Saint-Martin-De-Crau,FR,43.6395,4.8127,55.71,87,100,4.61,Overcast clouds
178,Goderich,CA,43.7501,-81.7165,19.9,80,100,20.07,Overcast clouds
179,Hualmay,PE,-11.0964,-77.6139,76.46,69,22,12.08,Few clouds
180,Zhezkazgan,KZ,47.8043,67.7144,3.83,87,5,6.82,Clear sky
181,Hall,US,34.3168,-83.7832,61.29,96,100,8.05,Light rain
182,Karak,JO,31.1667,35.75,45.32,62,65,9.62,Broken clouds
183,Thompson,CA,55.7435,-97.8558,-14.64,64,20,11.5,Few clouds
184,Nyurba,RU,63.2842,118.3319,-26.57,100,78,3.65,Broken clouds
185,Mbini,GQ,1.574,9.6134,79.65,76,100,3.62,Overcast clouds
186,Yulara,AU,-25.2406,130.9889,62.44,59,81,8.05,Broken clouds
187,Barrow,US,71.2906,-156.7887,-27.38,75,20,4.61,Haze
188,Moree,AU,-29.4667,149.85,59.02,88,0,5.75,Clear sky
189,Antalaha,MG,-14.9003,50.2788,77.58,83,100,5.32,Overcast clouds
190,Avera,US,33.194,-82.5271,76.95,55,100,17.29,Overcast clouds
191,Bathsheba,BB,13.2167,-59.5167,84.81,54,20,18.41,Few clouds
192,Habiganj,BD,24.3833,91.4167,64.09,52,87,6.33,Overcast clouds
193,Bengkulu,ID,-3.8004,102.2655,75.97,90,100,4.88,Overcast clouds
194,Dubbo,AU,-32.25,148.6167,55.53,82,77,9.22,Broken clouds
195,Port Hardy,CA,50.6996,-127.4199,42.76,93,100,14.97,Overcast clouds
196,Minab,IR,27.1467,57.0801,64.72,29,0,1.14,Clear sky
197,Doha,QA,25.2867,51.5333,64.38,82,0,4.61,Clear sky
198,Port Lincoln,AU,-34.7333,135.8667,61.7,73,61,15.1,Broken clouds
199,Kalmunai,LK,7.4167,81.8167,74.93,78,0,2.15,Clear sky
200,Zabol,AF,32.25,67.25,32.99,51,0,10.18,Clear sky
201,Craig,US,40.5153,-107.5464,13.19,71,0,3.44,Clear sky
202,Bambous Virieux,MU,-20.3428,57.7575,80.22,94,75,26.46,Light intensity shower rain
203,Poum,NC,-20.2333,164.0167,81.91,81,100,14.32,Moderate rain
204,Marzuq,YE,14.4,46.4667,63.45,33,0,0.63,Clear sky
205,Dikson,RU,73.5069,80.5464,-16.42,99,100,5.08,Overcast clouds
206,Drahovo,UA,48.2357,23.5491,22.62,94,29,4.36,Scattered clouds
207,Acarau,BR,-2.8856,-40.12,84.38,68,84,17.72,Broken clouds
208,Namtsy,RU,62.7161,129.6658,-16.49,95,100,4.18,Overcast clouds
209,Dunedin,NZ,-45.8742,170.5036,54.81,91,100,1.57,Moderate rain
210,Khorinsk,RU,52.1657,109.7726,-18.09,99,67,1.79,Broken clouds
211,Nizwa,OM,22.9333,57.5333,69.08,30,0,6.15,Clear sky
212,Tripoli,LY,32.8752,13.1875,57.65,73,0,7.92,Clear sky
213,Te Anau,NZ,-45.4167,167.7167,47.23,97,100,4.56,Moderate rain
214,Obihiro,JP,42.9172,143.2044,8.11,88,5,4.79,Clear sky
215,Mpongwe,ZM,-13.5091,28.155,65.26,96,38,2.93,Scattered clouds
216,Balikpapan,ID,-1.2675,116.8289,79.79,83,75,2.3,Broken clouds
217,Taltal,CL,-25.4,-70.4833,71.11,62,22,8.72,Few clouds
218,Matay,EG,28.419,30.7792,55.31,45,9,10.65,Clear sky
219,Curvelo,BR,-18.7564,-44.4308,82.99,60,99,4.38,Overcast clouds
220,Belmonte,BR,-15.8631,-38.8828,86.0,64,10,10.33,Clear sky
221,Marion,US,39.7684,-86.1555,23.22,91,100,20.71,Snow
222,Fortuna,US,40.5982,-124.1573,51.19,80,75,1.01,Broken clouds
223,Saint Simons,US,31.1352,-81.3901,77.31,67,0,11.5,Clear sky
224,Pingliang,CN,35.5392,106.6861,13.17,62,0,7.36,Clear sky
225,Lebu,CL,-37.6167,-73.65,64.33,80,100,13.89,Overcast clouds
226,Fukuma,JP,33.7667,130.4667,39.2,47,100,8.37,Overcast clouds
227,Airai,TL,-8.9266,125.4092,60.89,94,100,2.75,Overcast clouds
228,Lorengau,PG,-2.0226,147.2712,79.32,79,100,6.87,Light rain
229,San Quintin,MX,30.4833,-115.95,60.44,45,0,8.61,Clear sky
230,Marsh Harbour,BS,26.5412,-77.0636,73.96,65,21,20.47,Few clouds
231,Taveta,KE,-3.3963,37.6736,75.56,66,100,9.82,Overcast clouds
232,Alofi,NU,-19.0595,-169.9187,75.09,94,100,2.3,Overcast clouds
233,Kyra,RU,49.5776,111.9753,-11.58,94,6,5.55,Clear sky
234,Bilibino,RU,68.0546,166.4372,-8.12,63,0,4.61,Clear sky
235,Izvestkovyy,RU,48.9833,131.55,-15.7,99,24,3.69,Few clouds
236,Olafsvik,IS,64.8945,-23.7142,25.34,69,96,16.51,Overcast clouds
237,Santa Rosa,PH,14.3122,121.1114,77.09,80,77,5.5,Broken clouds
238,Hobyo,SO,5.3505,48.5268,77.56,72,14,19.04,Few clouds
239,Tecoanapa,MX,16.5167,-98.75,81.12,60,0,10.29,Clear sky
240,Fort Nelson,CA,58.8053,-122.7002,-15.21,76,75,3.44,Light snow
241,Changji,CN,44.0167,87.3167,2.19,85,91,0.0,Fog
242,Smithers,CA,54.7804,-127.1743,16.12,86,100,3.44,Overcast clouds
243,Talnakh,RU,69.4865,88.3972,-13.36,99,100,6.8,Overcast clouds
244,Rudsar,IR,37.1376,50.288,49.98,55,100,6.67,Overcast clouds
245,Bethel,US,41.3712,-73.414,44.69,87,100,3.44,Mist
246,Dalby,AU,-27.1833,151.2667,63.99,95,76,1.99,Broken clouds
247,Sao Jose Do Belmonte,BR,-7.8614,-38.7597,90.14,33,100,1.36,Overcast clouds
248,Port Keats,AU,-14.25,129.55,80.24,82,100,8.01,Overcast clouds
249,Esperance,AU,-33.8667,121.9,62.94,77,0,16.28,Clear sky
250,Dharchula,IN,29.85,80.5333,43.0,98,100,0.85,Overcast clouds
251,Koygorodok,RU,60.445,50.9968,3.29,100,90,3.29,Overcast clouds
252,Bar Harbor,US,44.3876,-68.2039,42.66,90,100,8.99,Overcast clouds
253,Sitka,US,57.0531,-135.33,37.29,93,100,4.61,Moderate rain
254,Dunda,TZ,-8.1167,34.25,66.49,92,100,3.44,Overcast clouds
255,Sao Filipe,CV,14.8961,-24.4956,74.39,70,0,7.49,Clear sky
256,Aykhal,RU,66.0,111.5,-21.05,100,100,2.19,Overcast clouds
257,East London,ZA,-33.0153,27.9116,71.31,86,100,10.02,Light rain
258,Pevek,RU,69.7008,170.3133,-14.42,86,30,1.61,Scattered clouds
259,Gobabis,NA,-22.45,18.9667,77.41,37,79,8.72,Broken clouds
260,Vacaria,BR,-28.5122,-50.9339,87.71,25,31,5.28,Scattered clouds
261,Jiazi,CN,22.8779,116.067,54.28,82,100,10.42,Overcast clouds
262,Ancud,CL,-41.8697,-73.8203,68.23,87,73,6.15,Light rain
263,Ekhabi,RU,53.5102,142.9671,3.29,94,100,23.44,Light snow
264,Marienburg,PL,54.0359,19.0266,36.12,97,100,8.43,Light rain
265,Lagoa,PT,39.05,-27.9833,57.54,74,100,13.13,Overcast clouds
266,Mufumbwe,ZM,-13.6833,24.8,66.52,91,100,4.09,Light rain
267,Talca,CL,-35.4333,-71.6667,83.91,24,11,12.53,Few clouds
268,Ingelmunster,BE,50.922,3.2621,46.38,88,72,10.16,Broken clouds
269,Amantea,IT,39.1332,16.0746,48.15,56,1,5.41,Clear sky
270,Tuban,ID,-6.8976,112.0649,76.37,89,100,7.36,Overcast clouds
271,San Patricio,US,28.017,-97.5169,40.98,76,100,19.84,Overcast clouds
272,Belle Fourche,US,44.6714,-103.8522,31.08,45,53,6.22,Broken clouds
273,Gizo,SB,-8.103,156.8419,78.49,90,100,13.35,Moderate rain
274,Batemans Bay,AU,-35.7167,150.1833,61.11,86,68,7.49,Light rain
275,Namibe,AO,-15.1961,12.1522,74.26,70,2,11.27,Clear sky
276,Leningradskiy,RU,69.3833,178.4167,-12.39,84,2,8.55,Clear sky
277,Gondanglegi,ID,-7.7479,112.0132,74.25,93,100,2.37,Overcast clouds
278,Cayenne,GF,4.9333,-52.3333,78.84,90,75,2.3,Light rain
279,Bariri,BR,-22.0744,-48.7403,88.05,76,96,4.16,Light rain
280,Muroto,JP,33.2833,134.15,46.09,59,100,6.26,Overcast clouds
281,Kungurtug,RU,50.5994,97.5228,-9.45,98,100,0.83,Overcast clouds
282,Cabedelo,BR,-6.9811,-34.8339,84.87,63,98,12.84,Overcast clouds
283,Bonavista,CA,48.6499,-53.1147,36.12,81,100,25.03,Overcast clouds
284,Anadyr,RU,64.75,177.4833,14.5,57,100,29.08,Overcast clouds
285,Silver City,US,32.7701,-108.2803,29.68,84,100,5.01,Overcast clouds
286,Blairgowrie,GB,56.5916,-3.3405,50.92,88,100,5.99,Light rain
287,Ventspils,LV,57.3894,21.5606,15.73,92,72,0.0,Fog
288,Jacmel,HT,18.2342,-72.5347,89.44,61,5,7.63,Clear sky
289,Hengshan,CN,45.2,130.9167,-11.61,96,18,5.17,Few clouds
290,Herat,AF,34.5,62.0,41.72,42,61,5.32,Broken clouds
291,Altamira,BR,-3.2033,-52.2064,89.69,58,40,4.61,Scattered clouds
292,Kahului,US,20.8947,-156.47,74.84,72,20,6.91,Few clouds
293,Nouadhibou,MR,20.931,-17.0347,76.98,38,0,6.91,Dust
294,Eirunepe,BR,-6.6603,-69.8736,84.07,71,56,2.68,Broken clouds
295,Wajima,JP,37.4,136.9,35.28,84,100,10.87,Light snow
296,Broome,US,42.2506,-75.833,40.01,79,100,1.99,Snow
297,Hervey Bay,AU,-25.2986,152.8535,72.03,96,100,8.99,Overcast clouds
298,Santiago Del Estero,AR,-27.7951,-64.2615,89.06,49,50,7.92,Scattered clouds
299,Tautira,PF,-17.7333,-149.15,84.22,67,0,14.32,Clear sky
300,Severo-Kurilsk,RU,50.6789,156.125,29.62,87,100,8.03,Light snow
301,Aksay,RU,47.26,39.87,45.25,88,100,11.99,Moderate rain
302,Margate,GB,51.3813,1.3862,48.96,80,93,13.18,Overcast clouds
303,Maracaju,BR,-21.6144,-55.1683,75.7,85,100,8.23,Overcast clouds
304,Haines Junction,CA,60.7522,-137.5108,-4.05,71,100,1.14,Overcast clouds
305,Maningrida,AU,-12.0667,134.2667,77.83,84,100,10.27,Overcast clouds
306,Jiexiu,CN,37.0244,111.9125,26.44,46,72,5.53,Broken clouds
307,Taoudenni,ML,22.6783,-3.9836,70.59,16,88,11.12,Overcast clouds
308,Skibbereen,IE,51.55,-9.2667,53.11,87,100,24.61,Overcast clouds
309,Parczew,PL,51.6402,22.9006,32.61,98,100,6.62,Light snow
310,Mount Gambier,AU,-37.8333,140.7667,52.07,80,7,6.44,Clear sky
311,Marsa Matruh,EG,31.3525,27.2453,54.07,55,6,25.7,Clear sky
312,Mildura,AU,-34.2,142.15,55.36,62,0,8.05,Clear sky
313,Lichinga,MZ,-13.3128,35.2406,66.29,100,75,6.91,Thunderstorm
314,Naze,JP,28.3667,129.4833,55.69,77,100,16.22,Overcast clouds
315,Sisimiut,GL,66.9395,-53.6735,17.02,81,100,15.59,Overcast clouds
316,Sobolevo,RU,54.4299,31.8996,20.28,95,100,8.25,Snow
317,Lakselv,NO,70.0513,24.9718,10.22,85,0,0.0,Clear sky
318,Half Moon Bay,US,37.4636,-122.4286,63.5,60,0,6.91,Haze
319,Bara,NG,10.3744,10.7288,73.38,13,2,8.32,Clear sky
320,Notodden,NO,59.5594,9.2585,29.52,93,100,1.86,Overcast clouds
321,Tuatapere,NZ,-46.1333,167.6833,51.82,92,100,2.71,Overcast clouds
322,Takayama,JP,36.1333,137.25,29.5,94,100,0.69,Overcast clouds
323,Kamyzyak,RU,46.11,48.0736,33.78,93,75,6.71,Broken clouds
324,Nanortalik,GL,60.1432,-45.2371,28.71,77,100,15.55,Light snow
325,Acapulco,MX,16.8634,-99.8901,84.02,61,0,6.91,Clear sky
326,Solnechnyy,RU,50.7214,136.6319,-11.42,98,62,2.77,Broken clouds
327,Coihaique,CL,-45.5752,-72.0662,68.61,49,100,8.05,Overcast clouds
328,Messina,IT,38.1933,15.5497,54.57,55,0,1.99,Clear sky
329,Gornji Milanovac,RS,44.0333,20.45,33.89,92,98,4.0,Overcast clouds
330,Tumen,CN,42.9661,129.8425,6.98,73,3,7.92,Clear sky
331,Port Augusta,AU,-32.5,137.7667,57.7,58,0,7.05,Clear sky
332,Arman,RU,59.7,150.1667,3.49,75,35,11.43,Scattered clouds
333,Hasaki,JP,35.7333,140.8333,30.6,48,17,12.39,Few clouds
334,Altay,CN,47.8667,88.1167,3.97,67,0,7.31,Clear sky
335,Taganak,PH,6.0833,118.3,80.74,78,83,9.51,Broken clouds
336,Saint-Augustin,CA,51.226,-58.6502,33.64,99,100,16.75,Light snow
337,Touros,BR,-5.1989,-35.4608,86.9,67,69,14.61,Broken clouds
338,San Carlos De Bariloche,AR,-41.1456,-71.3082,71.35,37,40,17.27,Scattered clouds
339,Norwich,GB,52.6278,1.2983,47.46,87,20,1.01,Few clouds
340,Prince Rupert,CA,54.3161,-130.3201,42.89,93,100,11.5,Light rain
341,Champerico,GT,14.3,-91.9167,91.94,57,5,9.44,Clear sky
